key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
MM_DCX35L01GBKL488,Maxon,DCX35L01GBKL488,DC,18,0.0234,0.212,7.7e-05,0.38,1.02e-05,753.98223686155,0.177,5.32,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
MM_DCX35L01GBKL511,Maxon,DCX35L01GBKL511,DC,24,0.0293,0.346,0.000121,0.38,9.66e-06,808.436509523773,0.146,4.26,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
MM_DCX35L01GBKL549,Maxon,DCX35L01GBKL549,DC,36,0.0429,0.716,0.00026,0.38,9.87e-06,831.474855650099,0.101,3.07,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
MM_DCX35L01GBKL595,Maxon,DCX35L01GBKL595,DC,48,0.0683,1.76,0.000658,0.38,9.95e-06,698.480766648131,0.0586,2.08,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
MM_DCX35L01GBKL604,Maxon,DCX35L01GBKL604,DC,60,0.0741,2.16,0.000776,0.38,9.52e-06,805.294916870184,0.0575,1.84,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
MM_ECXZ08M1KF50N1IL1D509A,Maxon,ECXZ08M1KF50N1IL1D509A,BLDC,6,0.00155,1.8,2.6e-05,0.006,2.49e-09,3717.55130674792,0.128,0.902,Inf,5235.98775598299,Inf,Inf,NaN,NaN,4.11,51.2
MM_ECXZ08M1KF50N1IL1D509B,Maxon,ECXZ08M1KF50N1IL1D509B,BLDC,6,0.00155,1.8,2.6e-05,0.006,2.49e-09,3717.55130674792,0.128,0.902,Inf,5235.98775598299,Inf,Inf,NaN,NaN,4.11,51.2
MM_ECXZ08M1KF50N1IL1D569A,Maxon,ECXZ08M1KF50N1IL1D569A,BLDC,9,0.00284,5.3,8.9e-05,0.006,2.49e-09,3047.3448739821,0.0634,0.497,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.92,51.2
MM_ECXZ08M1KF50N1IL1D569B,Maxon,ECXZ08M1KF50N1IL1D569B,BLDC,9,0.00284,5.3,8.9e-05,0.006,2.49e-09,3047.3448739821,0.0634,0.497,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.92,51.2
MM_ECXZ08M1KF50N1IL1D593A,Maxon,ECXZ08M1KF50N1IL1D593A,BLDC,12,0.00362,8.38,0.000144,0.006,2.49e-09,3193.95253114962,0.0509,0.391,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.84,51.2
MM_ECXZ08M1KF50N1IL1D593B,Maxon,ECXZ08M1KF50N1IL1D593B,BLDC,12,0.00362,8.38,0.000144,0.006,2.49e-09,3193.95253114962,0.0509,0.391,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.84,51.2
MM_ECXZ08M1VF44N1IL1D527A,Maxon,ECXZ08M1VF44N1IL1D527A,BLDC,6,0.00153,3.02,3.9e-05,0.006,2.49e-09,3707.07933123596,0.105,0.687,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ08M1VF44N1IL1D527B,Maxon,ECXZ08M1VF44N1IL1D527B,BLDC,6,0.00153,3.02,3.9e-05,0.006,2.49e-09,3707.07933123596,0.105,0.687,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ08M1VF44N1IL1D577A,Maxon,ECXZ08M1VF44N1IL1D577A,BLDC,12,0.00252,7.8,0.000106,0.006,2.49e-09,4534.36539668127,0.069,0.406,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ08M1VF44N1IL1D577B,Maxon,ECXZ08M1VF44N1IL1D577B,BLDC,12,0.00252,7.8,0.000106,0.006,2.49e-09,4534.36539668127,0.069,0.406,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ08M1VF44N1IL1D649A,Maxon,ECXZ08M1VF44N1IL1D649A,BLDC,24,0.00519,31.8,0.000447,0.006,2.49e-09,4419.17366604964,0.0332,0.198,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ08M1VF44N1IL1D649B,Maxon,ECXZ08M1VF44N1IL1D649B,BLDC,24,0.00519,31.8,0.000447,0.006,2.49e-09,4419.17366604964,0.0332,0.198,Inf,5235.98775598299,Inf,Inf,NaN,NaN,3.5,51.2
MM_ECXZ13L1KN50N1IL1D419A,Maxon,ECXZ13L1KN50N1IL1D419A,BLDC,18,0.00252,0.304,1.2e-05,0.033,3.49e-08,7110.4713726249,0.223,2.93,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D419B,Maxon,ECXZ13L1KN50N1IL1D419B,BLDC,18,0.00252,0.304,1.2e-05,0.033,3.49e-08,7110.4713726249,0.223,2.93,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D450A,Maxon,ECXZ13L1KN50N1IL1D450A,BLDC,24,0.00344,0.512,2.2e-05,0.033,3.49e-08,6953.39173994541,0.161,2.22,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D450B,Maxon,ECXZ13L1KN50N1IL1D450B,BLDC,24,0.00344,0.512,2.2e-05,0.033,3.49e-08,6953.39173994541,0.161,2.22,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D488A,Maxon,ECXZ13L1KN50N1IL1D488A,BLDC,36,0.00504,1.13,4.8e-05,0.033,3.49e-08,7110.4713726249,0.112,1.46,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D488B,Maxon,ECXZ13L1KN50N1IL1D488B,BLDC,36,0.00504,1.13,4.8e-05,0.033,3.49e-08,7110.4713726249,0.112,1.46,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D526A,Maxon,ECXZ13L1KN50N1IL1D526A,BLDC,48,0.00733,2.34,0.000101,0.033,3.49e-08,6524.0407439548,0.0721,1.03,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1KN50N1IL1D526B,Maxon,ECXZ13L1KN50N1IL1D526B,BLDC,48,0.00733,2.34,0.000101,0.033,3.49e-08,6524.0407439548,0.0721,1.03,Inf,7330.38285837618,Inf,Inf,NaN,NaN,1.6,24.4
MM_ECXZ13L1VF50N1IL1D484A,Maxon,ECXZ13L1VF50N1IL1D484A,BLDC,18,0.00401,1.42,4.4e-05,0.033,3.74e-08,4429.64564156161,0.165,1.35,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D484B,Maxon,ECXZ13L1VF50N1IL1D484B,BLDC,18,0.00401,1.42,4.4e-05,0.033,3.74e-08,4429.64564156161,0.165,1.35,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D511A,Maxon,ECXZ13L1VF50N1IL1D511A,BLDC,24,0.00525,2.16,7.6e-05,0.033,3.74e-08,4513.42144565734,0.128,1.08,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D511B,Maxon,ECXZ13L1VF50N1IL1D511B,BLDC,24,0.00525,2.16,7.6e-05,0.033,3.74e-08,4513.42144565734,0.128,1.08,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D553A,Maxon,ECXZ13L1VF50N1IL1D553A,BLDC,36,0.00802,4.82,0.000178,0.033,3.74e-08,4429.64564156161,0.0825,0.724,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D553B,Maxon,ECXZ13L1VF50N1IL1D553B,BLDC,36,0.00802,4.82,0.000178,0.033,3.74e-08,4429.64564156161,0.0825,0.724,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D581A,Maxon,ECXZ13L1VF50N1IL1D581A,BLDC,48,0.0106,8.64,0.00031,0.033,3.74e-08,4471.53354360947,0.0628,0.539,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L1VF50N1IL1D581B,Maxon,ECXZ13L1VF50N1IL1D581B,BLDC,48,0.0106,8.64,0.00031,0.033,3.74e-08,4471.53354360947,0.0628,0.539,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2,23.7
MM_ECXZ13L3KN48K1SC1D419A,Maxon,ECXZ13L3KN48K1SC1D419A,BLDC,18,0.00237,0.344,7e-06,0.04,3.15e-08,7560.76631963944,0.203,3.41,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D419B,Maxon,ECXZ13L3KN48K1SC1D419B,BLDC,18,0.00237,0.344,7e-06,0.04,3.15e-08,7560.76631963944,0.203,3.41,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D450A,Maxon,ECXZ13L3KN48K1SC1D450A,BLDC,24,0.00323,0.552,1.4e-05,0.04,3.15e-08,7403.68668695995,0.147,2.58,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D450B,Maxon,ECXZ13L3KN48K1SC1D450B,BLDC,24,0.00323,0.552,1.4e-05,0.04,3.15e-08,7403.68668695995,0.147,2.58,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D488A,Maxon,ECXZ13L3KN48K1SC1D488A,BLDC,36,0.00474,1.17,3e-05,0.04,3.15e-08,7571.2382951514,0.101,1.7,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D488B,Maxon,ECXZ13L3KN48K1SC1D488B,BLDC,36,0.00474,1.17,3e-05,0.04,3.15e-08,7571.2382951514,0.101,1.7,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D526A,Maxon,ECXZ13L3KN48K1SC1D526A,BLDC,48,0.00689,2.38,6.3e-05,0.04,3.15e-08,6932.44778892148,0.066,1.19,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1SC1D526B,Maxon,ECXZ13L3KN48K1SC1D526B,BLDC,48,0.00689,2.38,6.3e-05,0.04,3.15e-08,6932.44778892148,0.066,1.19,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D419A,Maxon,ECXZ13L3KN48K1ST1D419A,BLDC,18,0.00237,0.344,7e-06,0.04,3.15e-08,7560.76631963944,0.234,3.39,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D419B,Maxon,ECXZ13L3KN48K1ST1D419B,BLDC,18,0.00237,0.344,7e-06,0.04,3.15e-08,7560.76631963944,0.234,3.39,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D450A,Maxon,ECXZ13L3KN48K1ST1D450A,BLDC,24,0.00323,0.552,1.4e-05,0.04,3.15e-08,7393.21471144798,0.17,2.57,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D450B,Maxon,ECXZ13L3KN48K1ST1D450B,BLDC,24,0.00323,0.552,1.4e-05,0.04,3.15e-08,7393.21471144798,0.17,2.57,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D488A,Maxon,ECXZ13L3KN48K1ST1D488A,BLDC,36,0.00474,1.17,3e-05,0.04,3.15e-08,7560.76631963944,0.117,1.69,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D488B,Maxon,ECXZ13L3KN48K1ST1D488B,BLDC,36,0.00474,1.17,3e-05,0.04,3.15e-08,7560.76631963944,0.117,1.69,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D526A,Maxon,ECXZ13L3KN48K1ST1D526A,BLDC,48,0.00689,2.38,6.3e-05,0.04,3.15e-08,6932.44778892148,0.0765,1.18,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13L3KN48K1ST1D526B,Maxon,ECXZ13L3KN48K1ST1D526B,BLDC,48,0.00689,2.38,6.3e-05,0.04,3.15e-08,6932.44778892148,0.0765,1.18,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.04,22
MM_ECXZ13M1VF40N1IL1D532A,Maxon,ECXZ13M1VF40N1IL1D532A,BLDC,18,0.00374,2.4,6.5e-05,0.024,2.44e-08,4680.97305384879,0.206,0.916,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D532B,Maxon,ECXZ13M1VF40N1IL1D532B,BLDC,18,0.00374,2.4,6.5e-05,0.024,2.44e-08,4680.97305384879,0.206,0.916,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D561A,Maxon,ECXZ13M1VF40N1IL1D561A,BLDC,24,0.005,4.22,0.000117,0.024,2.44e-08,4660.02910282486,0.154,0.687,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D561B,Maxon,ECXZ13M1VF40N1IL1D561B,BLDC,24,0.005,4.22,0.000117,0.024,2.44e-08,4660.02910282486,0.154,0.687,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D604A,Maxon,ECXZ13M1VF40N1IL1D604A,BLDC,36,0.00769,10.9,0.000276,0.024,2.44e-08,4534.36539668127,0.0981,0.431,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D604B,Maxon,ECXZ13M1VF40N1IL1D604B,BLDC,36,0.00769,10.9,0.000276,0.024,2.44e-08,4534.36539668127,0.0981,0.431,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D632A,Maxon,ECXZ13M1VF40N1IL1D632A,BLDC,48,0.0102,19.3,0.000483,0.024,2.44e-08,4576.25329872913,0.0747,0.321,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M1VF40N1IL1D632B,Maxon,ECXZ13M1VF40N1IL1D632B,BLDC,48,0.0102,19.3,0.000483,0.024,2.44e-08,4576.25329872913,0.0747,0.321,Inf,5235.98775598299,Inf,Inf,NaN,NaN,2.21,29.5
MM_ECXZ13M2KN48N1IL1D468A,Maxon,ECXZ13M2KN48N1IL1D468A,BLDC,18,0.00255,0.576,1.8e-05,0.037,2.44e-08,6984.80766648131,0.273,1.95,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D468B,Maxon,ECXZ13M2KN48N1IL1D468B,BLDC,18,0.00255,0.576,1.8e-05,0.037,2.44e-08,6984.80766648131,0.273,1.95,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D497A,Maxon,ECXZ13M2KN48N1IL1D497A,BLDC,24,0.0034,0.973,3.2e-05,0.037,2.44e-08,6984.80766648131,0.205,1.45,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D497B,Maxon,ECXZ13M2KN48N1IL1D497B,BLDC,24,0.0034,0.973,3.2e-05,0.037,2.44e-08,6984.80766648131,0.205,1.45,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D538A,Maxon,ECXZ13M2KN48N1IL1D538A,BLDC,36,0.00511,2.33,7.1e-05,0.037,2.44e-08,6984.80766648131,0.137,0.917,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D538B,Maxon,ECXZ13M2KN48N1IL1D538B,BLDC,36,0.00511,2.33,7.1e-05,0.037,2.44e-08,6984.80766648131,0.137,0.917,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D566A,Maxon,ECXZ13M2KN48N1IL1D566A,BLDC,48,0.00709,4.24,0.000137,0.037,2.44e-08,6702.06432765823,0.0956,0.682,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M2KN48N1IL1D566B,Maxon,ECXZ13M2KN48N1IL1D566B,BLDC,48,0.00709,4.24,0.000137,0.037,2.44e-08,6702.06432765823,0.0956,0.682,Inf,7330.38285837618,Inf,Inf,NaN,NaN,2.53,29.5
MM_ECXZ13M3KN48K1SC1D468A,Maxon,ECXZ13M3KN48K1SC1D468A,BLDC,18,0.0022,0.576,1.4e-05,0.032,1.3e-08,8126.2529972856,0.186,1.55,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D468B,Maxon,ECXZ13M3KN48K1SC1D468B,BLDC,18,0.0022,0.576,1.4e-05,0.032,1.3e-08,8126.2529972856,0.186,1.55,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D497A,Maxon,ECXZ13M3KN48K1SC1D497A,BLDC,24,0.00293,0.973,2.4e-05,0.032,1.3e-08,8126.2529972856,0.14,1.15,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D497B,Maxon,ECXZ13M3KN48K1SC1D497B,BLDC,24,0.00293,0.973,2.4e-05,0.032,1.3e-08,8126.2529972856,0.14,1.15,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D538A,Maxon,ECXZ13M3KN48K1SC1D538A,BLDC,36,0.0044,2.33,5.4e-05,0.032,1.3e-08,8126.2529972856,0.0933,0.724,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D538B,Maxon,ECXZ13M3KN48K1SC1D538B,BLDC,36,0.0044,2.33,5.4e-05,0.032,1.3e-08,8126.2529972856,0.0933,0.724,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D570A,Maxon,ECXZ13M3KN48K1SC1D570A,BLDC,48,0.00611,4.24,0.000104,0.032,1.3e-08,7801.62175641465,0.0657,0.557,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1SC1D570B,Maxon,ECXZ13M3KN48K1SC1D570B,BLDC,48,0.00611,4.24,0.000104,0.032,1.3e-08,7801.62175641465,0.0657,0.557,Inf,12566.3706143592,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D468A,Maxon,ECXZ13M3KN48K1ST1D468A,BLDC,18,0.0022,0.576,1.4e-05,0.032,1.3e-08,8126.2529972856,0.208,1.41,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D468B,Maxon,ECXZ13M3KN48K1ST1D468B,BLDC,18,0.0022,0.576,1.4e-05,0.032,1.3e-08,8126.2529972856,0.208,1.41,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D497A,Maxon,ECXZ13M3KN48K1ST1D497A,BLDC,24,0.00293,0.973,2.4e-05,0.032,1.3e-08,8126.2529972856,0.156,1.05,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D497B,Maxon,ECXZ13M3KN48K1ST1D497B,BLDC,24,0.00293,0.973,2.4e-05,0.032,1.3e-08,8126.2529972856,0.156,1.05,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D538A,Maxon,ECXZ13M3KN48K1ST1D538A,BLDC,36,0.0044,2.33,5.4e-05,0.032,1.3e-08,8126.2529972856,0.104,0.663,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D538B,Maxon,ECXZ13M3KN48K1ST1D538B,BLDC,36,0.0044,2.33,5.4e-05,0.032,1.3e-08,8126.2529972856,0.104,0.663,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D570A,Maxon,ECXZ13M3KN48K1ST1D570A,BLDC,48,0.00611,4.24,0.000104,0.032,1.3e-08,7801.62175641465,0.0729,0.517,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ13M3KN48K1ST1D570B,Maxon,ECXZ13M3KN48K1ST1D570B,BLDC,48,0.00611,4.24,0.000104,0.032,1.3e-08,7801.62175641465,0.0729,0.517,Inf,9424.77796076938,Inf,Inf,NaN,NaN,2.5,29.5
MM_ECXZ16L1KN40N1IL1D399A,Maxon,ECXZ16L1KN40N1IL1D399A,BLDC,18,0.00265,0.138,8e-06,0.072,1.2e-07,6764.89618073002,0.459,6.2,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D399B,Maxon,ECXZ16L1KN40N1IL1D399B,BLDC,18,0.00265,0.138,8e-06,0.072,1.2e-07,6764.89618073002,0.459,6.2,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D428A,Maxon,ECXZ16L1KN40N1IL1D428A,BLDC,24,0.00353,0.208,1.4e-05,0.072,1.2e-07,6764.89618073002,0.344,4.82,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D428B,Maxon,ECXZ16L1KN40N1IL1D428B,BLDC,24,0.00353,0.208,1.4e-05,0.072,1.2e-07,6764.89618073002,0.344,4.82,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D468A,Maxon,ECXZ16L1KN40N1IL1D468A,BLDC,36,0.0053,0.461,3.2e-05,0.072,1.2e-07,6764.89618073002,0.23,3.1,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D468B,Maxon,ECXZ16L1KN40N1IL1D468B,BLDC,36,0.0053,0.461,3.2e-05,0.072,1.2e-07,6764.89618073002,0.23,3.1,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
MM_ECXZ16L1KN40N1IL1D497A,Maxon,ECXZ16L1KN40N1IL1D497A,BLDC,48,0.00707,0.858,5.6e-05,0.072,1.2e-07,6764.89618073002,0.172,2.24,Inf,7330.38285837618,Inf,Inf,NaN,NaN,0.58,16.2
